,img_id,geojson_path,linestring,lane_number,paved,road_type
1302,img76,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img76.geojson,"[[2.22924157195, 49.02578739732], [2.22947778629, 49.0257172177], [2.22966949648, 49.02563847959], [2.22985264818, 49.02554091279], [2.2300101244, 49.02545019279], [2.23027714931, 49.0253560494], [2.23028639995, 49.02535361059465]]",2,1,5
1303,img442,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img442.geojson,"[[2.28995639993, 49.03155793217013], [2.28978639169, 49.0316122647]]",2,2,6
1304,img191,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img191.geojson,"[[2.24811557694, 49.05382705166], [2.24818030053, 49.05364117194], [2.24821881374, 49.05354381911], [2.24823486091, 49.05345074552], [2.24849482506, 49.05299286628], [2.248511116716185, 49.0529709]]",2,2,6
1305,img459,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img459.geojson,"[[2.29200104509002, 49.0038309], [2.29206877505, 49.00390925426]]",2,1,5
1306,img219,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img219.geojson,"[[2.2559495434, 48.99127577773], [2.25510232786, 48.99034223654]]",2,1,5
1307,img458,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img458.geojson,"[[2.29055161544, 49.00061456971], [2.290272422407258, 49.0003209]]",2,1,5
1308,img394,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img394.geojson,"[[2.28161947448, 49.0289589339], [2.28191397529, 49.02889763305], [2.28241415922, 49.02884552727], [2.28269463618, 49.02885165736], [2.28293639993, 49.02884737305515]]",1,1,6
1309,img215,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img215.geojson,[],-1,-1,-1
1310,img192,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img192.geojson,"[[2.25093113015163, 49.0564809], [2.25086386233, 49.05661226183], [2.25078796562, 49.0567604743]]",2,1,5
1311,img139,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img139.geojson,[],-1,-1,-1
1312,img51,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img51.geojson,"[[2.21690863162, 49.02504848518], [2.21698369367, 49.02500937537], [2.21708463915, 49.02495617437], [2.2171746716, 49.02490160925], [2.217188401408206, 49.0248909]]",2,1,5
1313,img85,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img85.geojson,"[[2.2311303328, 49.01249177839], [2.23124896171, 49.01231458584], [2.23129530456, 49.01225442144], [2.23142014773, 49.01209234434], [2.23149522931, 49.01199323665], [2.23160034354, 49.01186409632], [2.23170695939, 49.01174546741], [2.23190517478, 49.01153974386], [2.23204632817, 49.01140159374], [2.23221150766, 49.01125443383], [2.23239921163, 49.01110877555], [2.23268452166, 49.01088803568], [2.232739118486406, 49.0108509]]",2,1,3
1314,img484,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img484.geojson,[],-1,-1,-1
1315,img341,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img341.geojson,"[[2.27591639993, 49.01014501796904], [2.27577665258, 49.01018013397]]",1,1,5
1316,img462,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img462.geojson,[],-1,-1,-1
1317,img258,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img258.geojson,[],-1,-1,-1
1318,img350,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img350.geojson,"[[2.27559983774, 49.03977021791], [2.27591639993, 49.03969695829452]]",2,2,6
1319,img39,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img39.geojson,"[[2.2162397283, 49.01593046607], [2.21624639996, 49.015927645872985]]",2,1,1
1320,img485,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img485.geojson,"[[2.29346639993, 49.01397925144308], [2.2936361299, 49.01403207716], [2.29429084135, 49.0142513154]]",2,1,6
1321,img72,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img72.geojson,"[[[2.2284793115, 49.01181208685], [2.22931260756, 49.01149769817], [2.22954986538, 49.0114661639], [2.23028639995, 49.011191140762314]], [[2.23028639995, 49.012414124506925], [2.23025112741, 49.01248577186]]]",2,1,5
1322,img82,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img82.geojson,"[[2.229880395231713, 49.0459509], [2.22994748001, 49.04600494806]]",1,2,6
1323,img28,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img28.geojson,"[[2.20799599946016, 49.0248909], [2.2085248666, 49.02444708778], [2.20922639996, 49.0237841426127]]",2,1,1
1324,img322,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img322.geojson,"[[2.27240639994, 49.022283950552186], [2.27199124825, 49.02257347561], [2.27186026011, 49.02271783095], [2.27119638248, 49.02344945013], [2.27093845665, 49.02371873119], [2.27039989454, 49.02420376152], [2.27005599343, 49.0243481351], [2.26914108671, 49.02472447971]]",2,1,6
1325,img19,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img19.geojson,"[[2.20070296158, 49.03386742366], [2.20091248927, 49.03350264367], [2.2012397453, 49.03311535843], [2.20142951507, 49.03291977938], [2.2015650649, 49.03277261099], [2.20168705975, 49.03235627936]]",2,1,6
1326,img229,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img229.geojson,"[[2.25543379434, 49.02509594722], [2.255883575335992, 49.0248909]]",2,1,6
1327,img116,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img116.geojson,"[[2.237529694086161, 49.0213809], [2.23757490677, 49.02135894487], [2.23782351055, 49.02126317128], [2.23817298225, 49.02111747317], [2.2382952464, 49.02107366185], [2.23848781243, 49.02099724675], [2.23883218979, 49.02080264298], [2.23902169923, 49.02069668072], [2.23926215206, 49.02055811468], [2.23942661565, 49.02049584035], [2.23973694451, 49.02038796373], [2.23995498225, 49.02028505807], [2.24024128414, 49.02017502034], [2.24046747281, 49.02008332222], [2.24059585017, 49.02002015241], [2.24075173697, 49.01996003921], [2.24081639995, 49.01992864035802]]",2,1,5
1328,img311,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img311.geojson,"[[2.26969214193, 48.9855084625], [2.27002903009, 48.98540251534], [2.27050014102, 48.98525435678], [2.27103333477, 48.98508804601], [2.27108829583, 48.98507162907], [2.27165075457, 48.9848946116], [2.27215611089, 48.98473757997], [2.27240639994, 48.984643548729565]]",2,1,5
1329,img299,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img299.geojson,"[[2.268379684641987, 49.0248909], [2.26889639994, 49.02477796110299]]",2,2,6
1330,img251,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img251.geojson,"[[2.26187639994, 49.01908374262974], [2.26172104357, 49.01913145923], [2.26133591149, 49.01923244942], [2.26080699678, 49.01938821394], [2.25893268735, 49.01994109243], [2.25836639994, 49.020123419815015]]",1,1,4
1331,img205,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img205.geojson,"[[2.25421169590698, 49.0213809], [2.25427849812, 49.02146959754]]",2,1,5
1332,img77,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img77.geojson,[],-1,-1,-1
1333,img261,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img261.geojson,"[[2.26176118642, 49.05610120866], [2.26187639994, 49.05603868969413]]",2,2,6
1334,img245,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img245.geojson,"[[2.25925239634, 48.99929415688], [2.25943550093, 48.99923256715], [2.26006804405, 48.9990711022], [2.26044424075, 48.99895957486], [2.2615262224, 48.9987082222], [2.26165760291, 48.99866489458], [2.2618757857, 48.99859336569], [2.26187639994, 48.99859316094328]]",2,1,3
1335,img63,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img63.geojson,"[[2.21975639996, 49.03553722960433], [2.220058448763908, 49.0354209]]",2,1,5
1336,img346,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img346.geojson,"[[2.27429272402, 49.02538593812], [2.27461810218, 49.02533852511], [2.27510616941, 49.02525851555], [2.27553548781, 49.02526147887], [2.27591639993, 49.02530239012024]]",1,2,6
1337,img325,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img325.geojson,"[[2.27031381118, 49.03474922797], [2.2703452022, 49.03461031288], [2.27043152748, 49.0344148021], [2.27060940988, 49.03416955503], [2.27079252412, 49.03397918759], [2.27088931307, 49.03389343625], [2.27105934772, 49.03375280374], [2.27125815746, 49.03359502045], [2.27151713331, 49.03343380657], [2.27195399156, 49.0332228557], [2.27217896047, 49.03311995251], [2.2723751543, 49.03297931781], [2.27240639994, 49.032953597192545]]",1,1,6
1338,img437,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img437.geojson,"[[2.28928525631, 49.01123893309], [2.28915061578, 49.01128597617], [2.28895108825, 49.01128435399], [2.2888894456, 49.01127462094], [2.28878238205, 49.01117242392]]",2,1,5
1339,img37,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img37.geojson,"[[2.21250330857, 49.03205437363], [2.21243132053, 49.03195253449], [2.212379277416937, 49.0319109]]",1,2,6
1340,img502,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img502.geojson,"[[2.29697639993, 49.00388725652899], [2.29731702355, 49.00385400781]]",1,1,5
1341,img246,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img246.geojson,"[[2.26187639994, 49.00142944567251], [2.26176176148, 49.00147539027]]",1,1,5
1342,img295,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img295.geojson,"[[2.26611390532, 49.008564372], [2.26736541336, 49.00815801715], [2.26790559765, 49.00798201116], [2.26804997123, 49.00790982437], [2.26789343134, 49.00771516337], [2.26722428414, 49.00763811006], [2.26665084526, 49.00755213478], [2.266714674901405, 49.0073409]]",2,1,5
1343,img100,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img100.geojson,"[[2.234454367774767, 49.0143609], [2.23444822398, 49.01436342953]]",2,1,5
1344,img226,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img226.geojson,"[[2.2554993668, 49.01461852584], [2.255435129386014, 49.0143609]]",2,1,5
1345,img268,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img268.geojson,"[[2.265324789169782, 48.9933009], [2.26535286874, 48.9933651669]]",2,1,5
1346,img507,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img507.geojson,"[[2.29697639993, 49.02475692151362], [2.29717315816, 49.02488052604], [2.297196917872768, 49.0248909]]",2,1,3
1347,img106,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img106.geojson,[],-1,-1,-1
1348,img55,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img55.geojson,"[[2.218567320038479, 49.0389309], [2.2185665667, 49.0389734637], [2.21855800821, 49.03912751653], [2.21878224066, 49.03923021842], [2.21962433656, 49.03940275751]]",2,1,5
1349,img324,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img324.geojson,[],-1,-1,-1
1350,img434,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img434.geojson,"[[2.28937204816, 49.00122777219], [2.28948116892, 49.00123419106], [2.28956782363, 49.00120637596], [2.28968282835, 49.00116197879], [2.28995639993, 49.000989605640534]]",2,1,3
1351,img282,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img282.geojson,"[[2.26324595589, 49.04513987488], [2.26343417615, 49.0450800633], [2.26355069725, 49.04498434954], [2.26368802569, 49.04491776606], [2.2639710055, 49.04481789083], [2.26411665688, 49.04472217707], [2.26426646972, 49.04466391652], [2.26439547523, 49.04460565597], [2.26461603303, 49.04452242661], [2.26491982018, 49.04444335872], [2.26520696147, 49.04435180642], [2.26538174312, 49.04428106147], [2.26538639994, 49.044277833447026]]",1,2,6
1352,img439,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img439.geojson,"[[2.289762675472446, 49.0178709], [2.28995639993, 49.01798399319849]]",2,1,3
1353,img101,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img101.geojson,"[[2.23651228818259, 49.0178709], [2.23684989867, 49.0182645196], [2.23697827602, 49.01839289695], [2.23701291753, 49.0185885196]]",2,1,5
1354,img137,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img137.geojson,"[[2.244081748160506, 49.0248909], [2.2439796385, 49.02497258773], [2.2437057668, 49.02516258622], [2.24349351623, 49.02522763074]]",2,1,5
1355,img27,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img27.geojson,"[[2.204867034207841, 49.0389309], [2.20513389839, 49.03902726762], [2.20521522829, 49.03910859753]]",1,1,6
1356,img20,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img20.geojson,"[[2.200269091351695, 49.0354209], [2.20012742934, 49.03560978268]]",1,2,6
1357,img266,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img266.geojson,"[[2.26414930849, 48.98783383908], [2.26453071396, 48.98839413396]]",2,1,5
1358,img356,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img356.geojson,"[[2.27905176214, 48.98023541189], [2.27924876545, 48.98024397726], [2.27942639993, 48.980190861066966]]",2,1,5
1359,img105,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img105.geojson,[],-1,-1,-1
1360,img272,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img272.geojson,"[[2.26440981045, 49.00765047914], [2.264130024880034, 49.0073409]]",2,1,5
1361,img351,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img351.geojson,"[[2.27240639994, 49.04553974609762], [2.27261333394, 49.04552950184], [2.27290879816, 49.0455086945], [2.27307109541, 49.04548996789], [2.27324587706, 49.04547124129], [2.273481, 49.04545043395], [2.27374525321, 49.04543378808], [2.27401782936, 49.04540881927], [2.27420925688, 49.04538385046], [2.27445478348, 49.04535680092], [2.27466285688, 49.04533599358], [2.27491670642, 49.04531934771], [2.27513102202, 49.04531310551], [2.27527459266, 49.04529854037], [2.27544313211, 49.04529229817], [2.2756387211, 49.04527149083], [2.27591639993, 49.04524108803754]]",1,2,6
1362,img256,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img256.geojson,"[[2.26187639994, 49.037597537492736], [2.26183324074, 49.03757586684], [2.26120847093, 49.03732253552], [2.26083360904, 49.03715136571], [2.26060424149, 49.03709316797], [2.26011983093, 49.03691172797], [2.2593324498, 49.03660362231], [2.25883434565, 49.03640335363], [2.25836705207, 49.03624758911], [2.25836639994, 49.03624744773915]]",2,2,6
1363,img15,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img15.geojson,"[[2.198617618998218, 49.0424409], [2.19826071448, 49.04271888738], [2.19794120416, 49.04305776196]]",1,2,6
1364,img127,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img127.geojson,[],-1,-1,-1
1365,img26,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img26.geojson,"[[2.204759643071633, 49.0354209], [2.20494913058, 49.03550134281], [2.20538095362, 49.03569304901], [2.20571639996, 49.03582225796603]]",2,1,5
1366,img248,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img248.geojson,"[[2.260799240282779, 49.0108509], [2.26089021783, 49.01082057415], [2.2613918349, 49.01065336846], [2.26152639432, 49.01060851532], [2.26187639994, 49.01049255817425]]",2,1,3
1367,img418,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img418.geojson,"[[2.28293639993, 49.02884737305515], [2.28304055777, 49.02884552727], [2.28350334477, 49.02880261659]]",1,1,6
1368,img92,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img92.geojson,"[[2.23028639995, 49.03584109996095], [2.23038489601, 49.03582082136], [2.23050526596, 49.03568629024], [2.23048225406, 49.03544909063], [2.230465958897765, 49.0354209]]",2,2,6
1369,img157,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img157.geojson,"[[2.24709920831, 49.0165561681], [2.24716767623, 49.01645346622], [2.24731488227, 49.01633878244], [2.24783639995, 49.015880709736415]]",2,1,5
1370,img465,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img465.geojson,"[[2.293188066279586, 49.0284009], [2.29339316578, 49.02816709853], [2.29346639993, 49.02808898210459]]",2,2,6
1371,img340,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img340.geojson,"[[2.27591639993, 49.00567495258995], [2.27577408504, 49.00573399813], [2.27525030542, 49.00591886153], [2.27482580429, 49.0061191302]]",2,1,3
1372,img213,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img213.geojson,[],-1,-1,-1
1373,img220,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img220.geojson,"[[2.2565199668, 48.99412522019], [2.25625636529, 48.99426386773]]",2,1,5
1374,img228,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img228.geojson,"[[2.256529665956867, 49.0213809], [2.25650060138, 49.02140890124], [2.25647207308, 49.02147207105], [2.2564618844, 49.02158414652], [2.25651792213, 49.02161369369], [2.25667992213, 49.0216738069], [2.25680320515, 49.02167482576], [2.25694890327, 49.02160961822]]",1,2,7
1375,img347,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img347.geojson,"[[2.27370665639, 49.03177361621], [2.27383745227, 49.03165527408], [2.27398917549, 49.0314923388], [2.27416444198, 49.03133969368], [2.27432401296, 49.0312196354], [2.27446788843, 49.03114245492], [2.27469808918, 49.03105155332], [2.27485242832, 49.03098466335], [2.27499630379, 49.0308851858], [2.27522912047, 49.03072567827], [2.27545932122, 49.03056788538], [2.27580985419, 49.03037064356], [2.27591639993, 49.03033368982321]]",1,1,6
1376,img321,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img321.geojson,[],-1,-1,-1
1377,img16,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img16.geojson,"[[2.1967173828, 49.04628384802], [2.19682790707, 49.04610762368], [2.19688783221, 49.04598777341], [2.196892257017782, 49.0459509]]",1,2,6
1378,img399,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img399.geojson,"[[2.28293639993, 49.046916548464566], [2.28249079514, 49.04699354563]]",1,1,6
1379,img307,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img307.geojson,"[[2.26538639994, 49.04973775190554], [2.26546958038, 49.04968576413], [2.266028333673928, 49.0494609]]",2,2,6
1380,img35,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img35.geojson,"[[[2.21116985186, 49.02549265678], [2.21104508539, 49.02538149316], [2.21085076233, 49.02521702906], [2.21054346074, 49.02495329271], [2.210507555123829, 49.0248909]], [[2.211406322809572, 49.0248909], [2.21148344207, 49.02493699435], [2.21172747569, 49.02510294104], [2.21184264747, 49.02518777583]]]",1,1,5
1381,img23,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img23.geojson,"[[2.2051264099, 49.02674246545], [2.20571639996, 49.02642011201431]]",2,1,1
1382,img133,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img133.geojson,"[[2.24410292951, 49.01257924844], [2.24394797208, 49.01236593112], [2.24375304931, 49.01209835087], [2.24327703204, 49.01147404747], [2.24306407775, 49.01119876509], [2.24303076444, 49.01115570154], [2.24291363716, 49.01099052205], [2.24283747967498, 49.0108509]]",2,1,5
1383,img138,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img138.geojson,[],-1,-1,-1
1384,img334,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img334.geojson,"[[2.27240639994, 48.984643548729565], [2.27241449929, 48.98464050588], [2.27282563664, 48.98448918449], [2.27333384808, 48.98430788434], [2.27379780515, 48.98414942516], [2.27428603075, 48.98397811793], [2.27467289958, 48.98384392727], [2.27505750295, 48.98369683758], [2.27512829129, 48.98366976492], [2.27566150702, 48.9834930193], [2.27589489113, 48.9834156592], [2.27591639993, 48.98340823847558]]",2,1,5
1385,img237,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img237.geojson,"[[2.25573600906, 49.05496292941], [2.25545871397, 49.0548893264]]",2,2,6
1386,img464,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img464.geojson,"[[2.28995639993, 49.021565985350605], [2.29011418775, 49.02166627422], [2.29022449566, 49.02165005247], [2.29034615878, 49.02174089427], [2.29057326329, 49.02195177703], [2.29049377671, 49.02210912801], [2.29070141512, 49.02218212588], [2.29079550127, 49.02235732079], [2.29095432005, 49.02240033898]]",2,2,6
1387,img48,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img48.geojson,"[[2.21929222463, 49.01513922176], [2.21975639996, 49.01492209422445]]",2,1,6
1388,img339,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img339.geojson,"[[2.273644751184603, 49.0003209], [2.27369565561, 49.00040419814]]",2,1,5
1389,img103,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img103.geojson,"[[2.23452853552, 49.02582715702], [2.2350835976, 49.02567442525], [2.23548156741, 49.02553321015], [2.23582305118, 49.02550839053], [2.23617908439, 49.02549983204], [2.23641701042, 49.02545875129], [2.2366399591, 49.0253509143], [2.23668992977, 49.02532572025], [2.23675763835, 49.02529271657], [2.23717186929, 49.02510614148], [2.23730639995, 49.02504762814408]]",2,1,5
1390,img505,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img505.geojson,[],-1,-1,-1
1391,img306,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img306.geojson,"[[2.268112311199575, 49.0459509], [2.26775272072, 49.04603165549], [2.26705777129, 49.04614633927], [2.26635083997, 49.04628156342], [2.26599480676, 49.04635345474], [2.26551553129, 49.04645958002], [2.26538639994, 49.046484366841916]]",2,2,6
1392,img31,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img31.geojson,"[[2.20571639996, 49.03354686793879], [2.20611663469, 49.03335450706], [2.20694155225, 49.03295560327], [2.20682536668, 49.03280843488], [2.20655039416, 49.03257993658], [2.20636062439, 49.03245213245], [2.20624443882, 49.03241340393], [2.20610114328, 49.03241340393], [2.20573709515, 49.0324405139], [2.20571639996, 49.0324405139]]",2,2,5
1393,img278,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img278.geojson,[],-1,-1,-1
1394,img398,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img398.geojson,[],-1,-1,-1
1395,img318,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img318.geojson,"[[2.27046354166, 49.00747522303], [2.27052560171, 49.00745564615], [2.27066295449, 49.00741231813], [2.270829667854979, 49.0073409]]",2,1,5
1396,img239,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img239.geojson,[],-1,-1,-1
1397,img122,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img122.geojson,[],-1,-1,-1
1398,img244,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img244.geojson,"[[2.25888446578, 48.99461912258], [2.26094988713, 48.99411267598]]",2,1,5
1399,img298,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img298.geojson,"[[2.26664436561496, 49.0178709], [2.26661735601, 49.01787421697], [2.2663469077, 49.01792043281], [2.2659891628, 49.01800088263], [2.2656297062, 49.01808304414], [2.26538639994, 49.018131705389415]]",1,1,4
1400,img496,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img496.geojson,"[[2.29608464221, 49.05012823302], [2.29575514033, 49.0500982783], [2.29526302712, 49.05008544057], [2.29498487618, 49.05003408962], [2.29476235542, 49.04996990095], [2.29451843844, 49.04985436132], [2.29430447618, 49.04975593868], [2.29412046863, 49.04964681793], [2.29391292523, 49.04953341793], [2.29376101202, 49.04946281038], [2.293757597723725, 49.0494609]]",2,1,6
1401,img21,../data/AOI_3_Paris_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_3_Paris_img21.geojson,"[[2.20045855822, 49.04137403938], [2.20119052732, 49.04099643627], [2.20141647577, 49.04088388203], [2.20171142597, 49.04073695516], [2.20220639996, 49.040488959979776]]",1,2,6
